Ethnicity,Gender,Age,Admitted,Admit_Type,Application_Term,HS_GPA,Old_SAT,New_SAT,ACT,Enrolled,Scholarship_App,FinAid_Applicant,High_School_Percentile,FirstGen_Ind
Hispanic,Male,19.0,Yes,FR,Fall 2024,3.093,,,,No,N,Y,54.0,No
Black,Male,19.0,Yes,FR,Fall 2024,3.691,,,,No,N,Y,86.0,No
Black,Male,18.0,No,FR,Fall 2024,,,,,No,N,Y,,No
Hispanic,Unknown,18.0,No,FR,Fall 2024,,,,,No,N,N,,No
Black,Male,18.0,Yes,FR,Fall 2024,3.411,,,,No,N,N,50.0,No
Hispanic,Female,18.0,No,FR,Fall 2024,,,,,No,N,N,,No
Black,Female,18.0,Yes,FR,Fall 2024,3.358,,,,Yes,N,Y,72.0,Yes
White,Male,19.0,No,FR,Fall 2024,,,,,No,N,Y,,No
Black,Female,18.0,No,FR,Fall 2024,,,,,No,N,N,,No
Black,Female,19.0,No,FR,Fall 2024,,,,,No,N,Y,,No
Hispanic,Male,19.0,No,FR,Fall 2024,,,,,No,N,N,,No
White,Female,20.0,Yes,FR,Fall 2024,3.246,,,,Yes,N,N,58.0,No
Black,Female,18.0,Yes,FR,Fall 2024,3.346,,,,No,N,N,64.0,No
Black,Male,19.0,No,FR,Fall 2024,3.408,,,,No,N,N,81.0,No
Black,Male,18.0,No,FR,Fall 2024,,,,,No,N,N,,No
Black,Female,19.0,Yes,FR,Fall 2024,3.016,,,,Yes,N,Y,25.0,No
Black,Female,21.0,Yes,FR,Fall 2024,2.526,,,,No,N,Y,56.0,No
Black,Female,19.0,No,FR,Fall 2024,2.075,,,,No,N,N,2.0,No
Black,Male,19.0,Yes,FR,Fall 2024,2.707,,710.0,,Yes,N,Y,30.0,Yes
Black,Male,18.0,No,FR,Fall 2024,,,,,No,N,N,,No
White,Female,18.0,Yes,FR,Fall 2024,3.569,,,,No,N,Y,60.0,No
Black,Female,20.0,No,FR,Fall 2024,2.483,,,,No,N,Y,21.0,No
Asian,Male,19.0,Yes,FR,Fall 2024,3.167,,990.0,,Yes,N,Y,28.0,No
Hispanic,Female,19.0,Yes,FR,Fall 2024,3.543,,,,Yes,N,Y,65.0,Yes
Hispanic,Male,19.0,No,FR,Fall 2024,,,,,No,N,N,,No
Black,Male,18.0,No,FR,Fall 2024,,,,,No,N,N,,No
Hispanic,Male,18.0,Yes,FR,Fall 2024,3.15,,,,No,N,N,73.0,No
Black,Female,19.0,Yes,FR,Fall 2024,3.017,,,,No,N,Y,45.0,No
White,Female,19.0,No,FR,Fall 2024,4.0,,1020.0,,No,N,N,82.0,No
Black,Female,44.0,No,FR,Fall 2024,,,,,No,N,N,,No
Black,Female,26.0,Yes,FR,Fall 2024,2.984,,,,No,N,Y,24.0,No
Black,Female,37.0,No,FR,Fall 2024,,,,,No,N,N,,No
Hispanic,Female,21.0,No,FR,Fall 2024,2.218,,,,No,N,N,13.0,No
Black,Male,18.0,Yes,FR,Fall 2024,3.017,,,,Yes,N,Y,35.0,Yes
White,Male,23.0,No,FR,Fall 2024,,,,,No,N,N,,No
White,Female,18.0,Yes,FR,Fall 2024,3.182,,,,Yes,N,Y,33.0,Yes
Black,Male,18.0,No,FR,Fall 2024,2.635,,860.0,,No,N,Y,41.0,No
Black,Male,18.0,Yes,FR,Fall 2024,3.313,,,,No,N,N,82.0,No
Multi-race,Female,18.0,No,FR,Fall 2024,,,970.0,,No,N,Y,,No
Hispanic,Female,19.0,No,FR,Fall 2024,,,,,No,N,N,,No
White,Male,20.0,Yes,FR,Fall 2024,3.604,,1120.0,,Yes,N,Y,72.0,No
Black,Female,22.0,No,FR,Fall 2024,,,,,No,N,N,,No
Black,Female,21.0,Yes,FR,Fall 2024,2.846,,,,No,N,Y,28.0,No
Hispanic,Female,22.0,No,FR,Fall 2024,,,,,No,N,N,,No
Black,Female,21.0,No,FR,Fall 2024,,,,,No,N,Y,,No
Hispanic,Male,24.0,Yes,FR,Fall 2024,2.645,,,,Yes,N,N,0.0,No
White,Female,23.0,No,FR,Fall 2024,,,,,No,N,N,,No
Hispanic,Female,20.0,No,FR,Fall 2024,1.98,,,,No,N,N,2.0,No
Black,Male,19.0,No,FR,Fall 2024,,,,,No,N,Y,,No
Black,Female,19.0,Yes,FR,Fall 2024,2.94,,,,No,N,Y,55.0,No
White,Male,23.0,No,FR,Fall 2024,2.636,,1160.0,,No,N,N,18.0,No
Unknown,Male,17.0,No,FR,Fall 2024,3.383,,,,No,N,N,54.0,No
White,Female,21.0,No,FR,Fall 2024,,,,,No,N,Y,,No
Hispanic,Female,19.0,No,FR,Fall 2024,,,,,No,N,N,,No
White,Male,20.0,Yes,FR,Fall 2024,2.632,,910.0,,Yes,N,Y,13.0,No
Black,Male,19.0,No,FR,Fall 2024,,,,,No,N,N,,No
Black,Female,19.0,Yes,FR,Fall 2024,3.088,,,,Yes,N,Y,69.0,Yes
White,Male,33.0,Yes,FR,Fall 2024,3.582,,,,Yes,N,Y,95.0,Yes
Black,Female,19.0,No,FR,Fall 2024,,,,,No,N,N,,No
White,Female,20.0,Yes,FR,Fall 2024,3.05,,,,Yes,N,Y,68.0,Yes
Black,Female,18.0,Yes,FR,Fall 2024,2.948,,,,Yes,N,Y,22.0,Yes
White,Female,17.0,No,FR,Fall 2024,,,,,No,N,N,,No
Black,Male,19.0,No,FR,Fall 2024,2.556,,,,No,N,Y,15.0,No
White,Male,17.0,No,FR,Fall 2024,3.105,,,,No,N,N,56.0,No
Hispanic,Female,19.0,No,FR,Fall 2024,,,,,No,N,N,,No
Black,Female,18.0,Yes,FR,Fall 2024,3.032,,,,Yes,N,Y,43.0,Yes
Black,Female,25.0,Yes,FR,Fall 2024,3.327,,,,Yes,N,Y,20.0,Yes
White,Female,19.0,Yes,FR,Fall 2024,3.2,,,,No,N,Y,52.0,No
Black,Female,20.0,No,FR,Fall 2024,,,,,No,N,N,,No
Black,Male,18.0,No,FR,Fall 2024,,,,,No,N,N,,No
Black,Female,17.0,No,FR,Fall 2024,,,,,No,N,N,83.0,No
Black,Female,24.0,Yes,FR,Fall 2024,2.483,,,,Yes,N,Y,10.0,Yes
Indian,Female,20.0,No,FR,Fall 2024,,,,,No,N,N,,No
White,Male,19.0,Yes,FR,Fall 2024,3.0,,,,Yes,N,Y,22.0,No
Hispanic,Male,34.0,No,FR,Fall 2024,,,,,No,N,N,,No
White,Male,22.0,No,FR,Fall 2024,,,,,No,N,N,,No
White,Male,19.0,Yes,FR,Fall 2024,2.839,,,,No,N,N,28.0,No
Black,Female,19.0,No,FR,Fall 2024,,,,,No,N,Y,,No
White,Male,23.0,Yes,FR,Fall 2024,3.35,,,,Yes,N,Y,68.0,No
White,Male,19.0,Yes,FR,Fall 2024,3.094,,,,No,N,Y,41.0,No
Black,Male,18.0,Yes,FR,Fall 2024,3.581,,,,No,N,Y,49.0,No
Black,Male,21.0,No,FR,Fall 2024,2.886,,,,No,N,N,,No
Hispanic,Female,20.0,Yes,FR,Fall 2024,3.86,,,,Yes,N,Y,,Yes
Black,Male,18.0,No,FR,Fall 2024,,,,,No,N,N,,No
Black,Male,44.0,No,FR,Fall 2024,1.736,,,,No,N,N,,No
Black,Male,21.0,Yes,FR,Fall 2024,2.135,,,,Yes,N,Y,9.0,No
Black,Female,23.0,Yes,FR,Fall 2024,3.037,,,,Yes,N,Y,38.0,Yes
Black,Female,20.0,No,FR,Fall 2024,,,,,No,N,N,,No
Black,Female,18.0,No,FR,Fall 2024,,,,,No,N,Y,,No
Hispanic,Female,22.0,No,FR,Fall 2024,,,,,No,N,N,,No
Black,Male,17.0,No,FR,Fall 2024,,,,,No,N,N,,No
Hispanic,Female,21.0,No,FR,Fall 2024,,,,,No,N,N,,No
Black,Female,20.0,No,FR,Fall 2024,,,,,No,N,N,8.0,No
Hispanic,Female,20.0,No,FR,Fall 2024,,,,,No,N,N,,No
Hispanic,Female,25.0,No,FR,Fall 2024,,,,,No,N,N,,No
Hispanic,Female,18.0,No,FR,Fall 2024,,,,,No,N,N,,No
Hispanic,Female,19.0,No,FR,Fall 2024,,,,,No,N,N,,No
White,Female,19.0,Yes,FR,Fall 2024,3.422,,1060.0,,Yes,N,Y,43.0,No
White,Male,18.0,No,FR,Fall 2024,,,,,No,N,N,,No
Black,Male,19.0,No,FR,Fall 2024,,,,,No,N,N,,No
Black,Male,18.0,Yes,FR,Fall 2024,3.164,,,,Yes,N,Y,33.0,Yes
White,Male,19.0,No,FR,Fall 2024,,,,,No,N,N,,No
White,Female,19.0,Yes,FR,Fall 2024,3.766,,,,No,N,Y,53.0,No
White,Male,18.0,Yes,FR,Fall 2024,4.0,,1240.0,,No,N,Y,88.0,No
White,Female,19.0,Yes,FR,Fall 2024,3.483,,,,No,N,Y,31.0,No
Hispanic,Male,19.0,No,FR,Fall 2024,,,,21.0,No,N,N,,No
Black,Female,19.0,Yes,FR,Fall 2024,3.755,,,,No,N,N,68.0,No
Unknown,Female,19.0,Yes,FR,Fall 2024,3.148,,,,No,N,N,43.0,No
Black,Female,19.0,Yes,FR,Fall 2024,2.828,,,,No,N,N,38.0,No
Black,Female,18.0,No,FR,Fall 2024,2.279,,,,No,N,Y,9.0,No
Black,Female,18.0,No,FR,Fall 2024,2.522,,840.0,,No,N,N,31.0,No
Black,Male,21.0,No,FR,Fall 2024,,,,,No,N,N,,No
Multi-race,Male,25.0,No,FR,Fall 2024,,,,,No,N,N,,No
Black,Male,23.0,No,FR,Fall 2024,,,,,No,N,N,,No
Hispanic,Male,19.0,No,FR,Fall 2024,,,,,No,N,N,,No
Black,Female,18.0,No,FR,Fall 2024,,,,,No,N,Y,,No
Black,Female,20.0,No,FR,Fall 2024,2.776,,,,No,N,Y,25.0,No
White,Female,19.0,Yes,FR,Fall 2024,3.381,,1090.0,,Yes,N,Y,53.0,No
Black,Male,19.0,Yes,FR,Fall 2024,2.213,,1000.0,,Yes,N,Y,6.0,No
Hispanic,Female,20.0,No,FR,Fall 2024,,,,,No,N,N,,No
White,Female,19.0,Yes,FR,Fall 2024,3.375,,960.0,,No,N,N,42.0,No
Black,Female,19.0,No,FR,Fall 2024,,,,,No,N,Y,,No
Black,Male,22.0,No,FR,Fall 2024,,,,,No,N,N,,No
Black,Female,30.0,No,FR,Fall 2024,,,,,No,N,Y,,No
White,Female,25.0,Yes,FR,Fall 2024,3.019,,,,No,N,Y,56.0,No
Black,Female,19.0,No,FR,Fall 2024,,,,,No,N,N,,No
Black,Male,18.0,No,FR,Fall 2024,,,,,No,N,N,,No
Black,Female,18.0,Yes,FR,Fall 2024,3.55,,,,No,N,Y,75.0,No
Hispanic,Female,30.0,Yes,FR,Fall 2024,2.55,,,,Yes,N,Y,,No
Hispanic,Female,18.0,Yes,FR,Fall 2024,3.211,,,,No,N,Y,95.0,No
White,Female,21.0,Yes,FR,Fall 2024,2.907,,,,No,N,Y,14.0,No
Black,Female,19.0,No,FR,Fall 2024,4.655,,,,No,N,N,96.0,No
White,Female,18.0,Yes,FR,Fall 2024,3.085,,920.0,,Yes,N,Y,32.0,Yes
Hispanic,Male,17.0,No,FR,Fall 2024,,,,,No,N,N,,No
Black,Female,18.0,Yes,FR,Fall 2024,3.016,,,,Yes,N,Y,46.0,Yes
Hispanic,Female,19.0,No,FR,Fall 2024,,,,,No,N,N,,No
Black,Male,19.0,Yes,FR,Fall 2024,3.509,,,,Yes,N,Y,66.0,No
Black,Male,19.0,No,FR,Fall 2024,,,,,No,N,N,,No
Black,Male,20.0,Yes,FR,Fall 2024,2.9,,,,Yes,N,Y,3.0,Yes
White,Male,22.0,No,FR,Fall 2024,,,,,No,N,N,,No
Hispanic,Male,18.0,Yes,FR,Fall 2024,3.291,,,,Yes,N,Y,40.0,Yes
Black,Female,21.0,No,FR,Fall 2024,2.464,,,,No,N,Y,27.0,No
White,Female,19.0,No,FR,Fall 2024,,,,,No,N,Y,,No
White,Female,18.0,No,FR,Fall 2024,4.089,,,,No,N,Y,85.0,No
Black,Male,21.0,No,FR,Fall 2024,2.589,,,,No,N,N,2.0,No
Black,Male,20.0,No,FR,Fall 2024,,,,,No,N,Y,,No
Hispanic,Male,27.0,No,FR,Fall 2024,,,,,No,N,Y,,No
Black,Female,32.0,No,FR,Fall 2024,,,,,No,N,Y,,No
Black,Female,24.0,No,FR,Fall 2024,,,,,No,N,N,,No
Black,Female,30.0,No,FR,Fall 2024,,,,,No,N,N,,No
Hispanic,Female,18.0,No,FR,Fall 2024,,,,,No,N,N,,No
Black,Female,20.0,No,FR,Fall 2024,,,,,No,N,N,12.0,No
Hispanic,Male,18.0,No,FR,Fall 2024,,,,,No,N,N,,No
Hispanic,Male,18.0,No,FR,Fall 2024,,,,,No,N,N,,No
White,Female,17.0,Yes,FR,Fall 2024,3.853,,1150.0,,Yes,N,Y,92.0,No
White,Male,24.0,No,FR,Fall 2024,,,,,No,N,N,,No
Black,Male,18.0,No,FR,Fall 2024,3.197,,,,No,N,Y,37.0,No
Black,Female,19.0,No,FR,Fall 2024,,,,,No,N,N,,No
Black,Female,19.0,No,FR,Fall 2024,,,740.0,,No,N,N,29.0,No
Black,Female,18.0,No,FR,Fall 2024,,,,,No,N,N,,No
Black,Female,24.0,No,FR,Fall 2024,,,,,No,N,N,,No
Hispanic,Female,19.0,Yes,FR,Fall 2024,2.673,,,,No,N,Y,7.0,No
Black,Male,18.0,Yes,FR,Fall 2024,2.959,,,,No,N,Y,42.0,No
Black,Female,19.0,No,FR,Fall 2024,2.061,,,,No,N,N,10.0,No
Black,Female,19.0,Yes,FR,Fall 2024,3.4,,,,No,N,Y,39.0,No
Black,Male,19.0,No,FR,Fall 2024,,,,,No,N,N,13.0,No
Black,Male,18.0,No,FR,Fall 2024,,,,,No,N,N,,No
Asian,Male,20.0,No,FR,Fall 2024,,,,,No,N,N,,No
Hispanic,Male,24.0,No,FR,Fall 2024,,,,,No,N,N,,No
Black,Female,17.0,No,FR,Fall 2024,,,,,No,N,Y,,No
Black,Male,19.0,Yes,FR,Fall 2024,3.081,,,,Yes,N,Y,55.0,Yes
White,Male,19.0,Yes,FR,Fall 2024,3.381,,1170.0,,Yes,N,Y,57.0,Yes
Black,Female,18.0,No,FR,Fall 2024,3.66,,,,No,N,N,75.0,No
Black,Male,21.0,No,FR,Fall 2024,,,,,No,N,N,,No
Black,Male,20.0,Yes,FR,Fall 2024,2.647,,1000.0,,No,N,N,16.0,No
White,Female,24.0,No,FR,Fall 2024,,,,,No,N,N,,No
Black,Male,18.0,No,FR,Fall 2024,,,,,No,N,Y,,No
Black,Female,18.0,No,FR,Fall 2024,,,,,No,N,N,,No
Black,Female,18.0,No,FR,Fall 2024,2.526,,,14.0,No,N,Y,23.0,No
White,Female,28.0,No,FR,Fall 2024,,,,,No,N,N,,No
Black,Female,19.0,No,FR,Fall 2024,,,,,No,N,N,33.0,No
Black,Female,18.0,Yes,FR,Fall 2024,3.103,,,,Yes,N,Y,78.0,No
Black,Female,19.0,No,FR,Fall 2024,,,,,No,N,N,,No
Black,Female,18.0,Yes,FR,Fall 2024,2.339,,,,Yes,N,Y,4.0,No
Hispanic,Male,19.0,Yes,FR,Fall 2024,2.911,,,,No,N,N,,No
Hispanic,Male,18.0,Yes,FR,Fall 2024,3.803,,,,Yes,N,Y,70.0,Yes
White,Female,38.0,No,FR,Fall 2024,,,,,No,N,N,,No
Black,Male,28.0,No,FR,Fall 2024,,,,,No,N,Y,,No
Black,Female,19.0,No,FR,Fall 2024,,,,,No,N,N,,No
White,Male,19.0,Yes,FR,Fall 2024,3.615,,,,No,N,Y,66.0,No
Black,Female,17.0,No,FR,Fall 2024,3.085,,,,No,N,Y,59.0,No
Black,Male,18.0,Yes,FR,Fall 2024,2.644,,,,No,N,Y,35.0,No
Black,Male,34.0,No,FR,Fall 2024,,,,,No,N,Y,,No
Black,Male,18.0,No,FR,Fall 2024,,,,,No,N,N,,No
White,Female,18.0,Yes,FR,Fall 2024,3.373,,880.0,,No,N,N,42.0,No
Hispanic,Female,20.0,No,FR,Fall 2024,,,,,No,N,N,,No
Black,Female,19.0,Yes,FR,Fall 2024,3.411,,,12.0,No,N,Y,42.0,No
Black,Female,19.0,No,FR,Fall 2024,2.048,,,,No,N,Y,25.0,No
Black,Male,19.0,Yes,FR,Fall 2024,2.875,,,,Yes,N,Y,45.0,Yes
Black,Female,25.0,No,FR,Fall 2024,,,,,No,N,N,,No
Black,Male,19.0,Yes,FR,Fall 2024,3.018,,,,Yes,N,Y,45.0,No
White,Male,21.0,Yes,FR,Fall 2024,2.113,,,,No,N,N,14.0,No
White,Female,26.0,Yes,FR,Fall 2024,2.956,,970.0,,No,N,N,67.0,No
Black,Male,18.0,No,FR,Fall 2024,2.221,,,,No,N,N,5.0,No
Black,Female,18.0,No,FR,Fall 2024,3.463,,820.0,,No,N,N,69.0,No
Black,Male,19.0,Yes,FR,Fall 2024,2.768,,,,Yes,N,Y,,Yes
Black,Female,20.0,No,FR,Fall 2024,,,,,No,N,N,,No
Black,Male,19.0,No,FR,Fall 2024,,,,,No,N,N,,No
Black,Female,20.0,No,FR,Fall 2024,,,,,No,N,N,,No
White,Male,31.0,No,FR,Fall 2024,,,,,No,N,N,,No
Black,Male,20.0,No,FR,Fall 2024,2.638,,,,No,N,N,19.0,No
White,Female,19.0,Yes,FR,Fall 2024,3.474,,,,Yes,N,Y,80.0,No
Black,Female,18.0,No,FR,Fall 2024,,,,17.0,No,N,Y,,No
Black,Male,18.0,No,FR,Fall 2024,,,,,No,N,N,,No
Hispanic,Female,19.0,Yes,FR,Fall 2024,3.431,,,,Yes,N,Y,85.0,Yes
Black,Male,20.0,Yes,FR,Fall 2024,2.55,,,,Yes,N,Y,7.0,No
Hispanic,Female,19.0,No,FR,Fall 2024,2.603,,,,No,N,Y,11.0,No
White,Male,19.0,Yes,FR,Fall 2024,3.258,,,,No,N,N,31.0,No
Hispanic,Female,38.0,No,FR,Fall 2024,,,,,No,N,N,,No
Black,Male,21.0,No,FR,Fall 2024,,,,,No,N,N,,No
Black,Female,20.0,Yes,FR,Fall 2024,3.797,,750.0,,No,N,N,74.0,No
White,Female,26.0,No,FR,Fall 2024,,,,,No,N,N,,No
Hispanic,Female,21.0,No,FR,Fall 2024,,,,,No,N,Y,,No
White,Female,20.0,Yes,FR,Fall 2024,3.766,,,,Yes,N,Y,67.0,No
Black,Male,24.0,No,FR,Fall 2024,,,,,No,N,Y,,No
White,Female,17.0,No,FR,Fall 2024,,,,,No,N,N,,No
Black,Female,18.0,No,FR,Fall 2024,,,,,No,N,Y,,No
White,Male,28.0,No,FR,Fall 2024,,,,,No,N,N,,No
White,Male,22.0,No,FR,Fall 2024,,,,,No,N,Y,3.0,No
Hispanic,Female,22.0,No,FR,Fall 2024,,,,,No,N,Y,,No
White,Female,22.0,No,FR,Fall 2024,,,,,No,N,N,,No
Black,Female,21.0,No,FR,Fall 2024,,,,,No,N,N,,No
Hispanic,Male,17.0,No,FR,Fall 2024,,,,,No,N,N,,No
White,Female,20.0,No,FR,Fall 2024,3.441,,,,No,N,Y,45.0,No
Black,Male,19.0,No,FR,Fall 2024,,,,,No,N,N,,No
Black,Male,19.0,No,FR,Fall 2024,,,,,No,N,N,,No
Hispanic,Female,19.0,No,FR,Fall 2024,2.719,,,,No,N,N,36.0,No
Multi-race,Female,21.0,No,FR,Fall 2024,2.422,,,,No,N,N,15.0,No
Hispanic,Female,18.0,No,FR,Fall 2024,,,,,No,N,N,,No
Black,Male,20.0,No,FR,Fall 2024,,,,,No,N,N,,No
Black,Male,23.0,Yes,FR,Fall 2024,2.509,,,,No,N,Y,22.0,No
Black,Male,19.0,No,FR,Fall 2024,2.561,,,,No,N,Y,7.0,No
White,Female,24.0,No,FR,Fall 2024,2.739,,,,No,N,N,,No
Hispanic,Female,21.0,No,FR,Fall 2024,4.086,,,,No,N,Y,95.0,No
Asian,Female,18.0,No,FR,Fall 2024,,,,,No,N,N,,No
Black,Female,19.0,No,FR,Fall 2024,2.138,,,,No,N,Y,31.0,No
Black,Male,32.0,No,FR,Fall 2024,,,,,No,N,N,,No
Black,Unknown,25.0,No,FR,Fall 2024,,,,,No,N,Y,,No
Hispanic,Female,19.0,No,FR,Fall 2024,2.763,,,,No,N,N,15.0,No
Black,Male,18.0,No,FR,Fall 2024,,,,,No,N,N,,No
Hispanic,Female,17.0,No,FR,Fall 2024,3.348,,,,No,N,N,15.0,No
Hispanic,Female,20.0,No,FR,Fall 2024,,,,,No,N,N,,No
Hispanic,Female,18.0,No,FR,Fall 2024,3.607,,,,No,N,N,75.0,No
Black,Female,19.0,Yes,FR,Fall 2024,3.86,,,,Yes,N,Y,80.0,Yes
Black,Female,24.0,No,FR,Fall 2024,,,,,No,N,Y,,No
Black,Female,18.0,No,FR,Fall 2024,3.019,,,,No,N,N,39.0,No
White,Male,22.0,Yes,FR,Fall 2024,3.864,,1080.0,,Yes,N,Y,81.0,Yes
Hispanic,Male,18.0,No,FR,Fall 2024,,,,,No,N,N,,No
White,Male,20.0,No,FR,Fall 2024,,,,,No,N,N,,No
Hispanic,Male,23.0,No,FR,Fall 2024,,,,,No,N,N,,No
Black,Female,34.0,No,FR,Fall 2024,,,,,No,N,N,,No
White,Female,20.0,Yes,FR,Fall 2024,3.706,,,,Yes,N,Y,80.0,Yes
Black,Male,21.0,No,FR,Fall 2024,,,,,No,N,Y,,No
Black,Female,17.0,No,FR,Fall 2024,3.625,,,,No,N,Y,59.0,No
Black,Female,18.0,Yes,FR,Fall 2024,3.143,,,,Yes,N,Y,65.0,Yes
Black,Female,19.0,Yes,FR,Fall 2024,2.803,,,,Yes,N,N,27.0,No
Black,Female,18.0,No,FR,Fall 2024,,,,,No,N,Y,,No
White,Male,18.0,No,FR,Fall 2024,,,,,No,N,N,,No
White,Female,38.0,No,FR,Fall 2024,,,,,No,N,N,,No
Hispanic,Male,20.0,Yes,FR,Fall 2024,2.815,,,,No,N,N,42.0,No
Hispanic,Male,19.0,No,FR,Fall 2024,,,,,No,N,N,,No
Black,Female,18.0,No,FR,Fall 2024,,,,,No,N,Y,,No
Black,Female,18.0,No,FR,Fall 2024,,,,,No,N,N,,No
Black,Female,18.0,No,FR,Fall 2024,,,,,No,N,N,,No
Black,Female,18.0,No,FR,Fall 2024,,,,,No,N,N,,No
Black,Male,20.0,No,FR,Fall 2024,,,,,No,N,N,,No
White,Male,19.0,No,FR,Fall 2024,,,,,No,N,N,,No
Black,Female,20.0,No,FR,Fall 2024,2.672,,,,No,N,N,17.0,No
Black,Female,23.0,Yes,FR,Fall 2024,3.074,,,,No,N,Y,,No
White,Female,19.0,Yes,FR,Fall 2024,3.036,,,,Yes,N,Y,20.0,Yes
Black,Male,21.0,No,FR,Fall 2024,,,,,No,N,Y,,No
Black,Female,23.0,Yes,FR,Fall 2024,2.946,,,,Yes,N,N,30.0,No
White,Male,19.0,Yes,FR,Fall 2024,3.694,,,,No,N,Y,25.0,No
Hispanic,Female,47.0,Yes,FR,Fall 2024,2.975,,,,Yes,N,Y,58.0,Yes
White,Female,21.0,No,FR,Fall 2024,,,,,No,N,N,48.0,No
White,Male,18.0,No,FR,Fall 2024,,,,,No,N,Y,,No
Black,Male,22.0,No,FR,Fall 2024,2.556,,,,No,N,N,15.0,No
Black,Male,18.0,No,FR,Fall 2024,,,,,No,N,N,,No
Black,Female,18.0,No,FR,Fall 2024,,,,,No,N,N,,No
Black,Female,25.0,No,FR,Fall 2024,2.323,,,,No,N,N,6.0,No
Black,Male,18.0,No,FR,Fall 2024,,,900.0,,No,N,Y,,No
Black,Male,19.0,No,FR,Fall 2024,,,,,No,N,Y,,No
Black,Female,24.0,No,FR,Fall 2024,,,,,No,N,N,,No
White,Female,21.0,No,FR,Fall 2024,3.479,,,,No,N,N,,No
Hispanic,Female,18.0,No,FR,Fall 2024,,,,,No,N,N,87.0,No
White,Female,25.0,Yes,FR,Fall 2024,2.714,,,,No,N,N,19.0,No
Black,Male,19.0,Yes,FR,Fall 2024,2.833,,,,Yes,N,Y,22.0,Yes
Black,Female,18.0,No,FR,Fall 2024,2.083,,,,No,N,N,6.0,No
Hispanic,Male,18.0,Yes,FR,Fall 2024,2.75,,,,No,N,N,29.0,No
Black,Female,20.0,No,FR,Fall 2024,,,,,No,N,N,,No
Black,Female,25.0,No,FR,Fall 2024,,,,,No,N,N,,No
White,Female,24.0,Yes,FR,Fall 2024,3.938,,,29.0,Yes,N,Y,85.0,No
Hispanic,Female,19.0,No,FR,Fall 2024,2.219,,,,No,N,N,7.0,No
Black,Male,20.0,No,FR,Fall 2024,2.25,,,,No,N,Y,25.0,No
Black,Female,19.0,Yes,FR,Fall 2024,3.519,,,,No,N,N,48.0,No
Hispanic,Male,17.0,Yes,FR,Fall 2024,2.851,,,,No,N,N,16.0,No
White,Female,20.0,No,FR,Fall 2024,,,,,No,N,N,,No
Black,Male,21.0,No,FR,Fall 2024,2.396,,,,No,N,N,20.0,No
Black,Female,19.0,No,FR,Fall 2024,,,,,No,N,N,,No
Black,Female,21.0,No,FR,Fall 2024,,,,,No,N,N,,No
White,Female,19.0,Yes,FR,Fall 2024,3.606,,1040.0,,Yes,N,Y,63.0,Yes
Black,Male,22.0,Yes,FR,Fall 2024,2.889,,,,No,N,N,60.0,No
Black,Female,20.0,No,FR,Fall 2024,2.452,,,,No,N,Y,,No
White,Female,19.0,Yes,FR,Fall 2024,3.581,,1020.0,,Yes,N,Y,57.0,No
Hispanic,Male,18.0,Yes,FR,Fall 2024,2.848,,,,No,N,Y,50.0,No
Black,Female,18.0,No,FR,Fall 2024,,,,,No,N,N,,No
Black,Male,20.0,No,FR,Fall 2024,,,,,No,N,N,,No
Hispanic,Female,17.0,No,FR,Fall 2024,3.841,,,,No,N,N,88.0,No
Unknown,Female,32.0,No,FR,Fall 2024,,,,,No,N,N,,No
Hispanic,Female,21.0,No,FR,Fall 2024,,,,,No,N,Y,,No
Black,Female,18.0,No,FR,Fall 2024,,,,,No,N,N,,No
White,Female,20.0,No,FR,Fall 2024,,,,,No,N,N,,No
Black,Female,19.0,No,FR,Fall 2024,2.534,,670.0,,No,N,Y,35.0,No
Black,Male,19.0,No,FR,Fall 2024,2.222,,,,No,N,N,14.0,No
Black,Male,19.0,No,FR,Fall 2024,,,,,No,N,N,32.0,No
Hispanic,Male,25.0,No,FR,Fall 2024,,,,,No,N,N,,No
Hispanic,Male,17.0,No,FR,Fall 2024,,,,,No,N,N,47.0,No
White,Female,33.0,Yes,FR,Fall 2024,3.603,,,,No,N,Y,,No
Black,Female,18.0,No,FR,Fall 2024,,,,,No,N,N,,No
Black,Male,18.0,No,FR,Fall 2024,,,,,No,N,N,,No
Black,Male,16.0,No,FR,Fall 2024,,,,,No,N,N,,No
Black,Female,21.0,No,FR,Fall 2024,,,,,No,N,Y,,No
Black,Male,18.0,No,FR,Fall 2024,,,,,No,N,N,,No
Black,Female,20.0,No,FR,Fall 2024,3.095,,,,No,N,Y,,No
Hispanic,Female,17.0,No,FR,Fall 2024,,,,,No,N,N,81.0,No
Unknown,Male,25.0,No,FR,Fall 2024,,,,,No,N,N,,No
Black,Female,18.0,Yes,FR,Fall 2024,3.519,,1010.0,,Yes,N,Y,71.0,No
White,Male,21.0,No,FR,Fall 2024,2.333,,950.0,,No,N,Y,9.0,No
Hispanic,Female,19.0,Yes,FR,Fall 2024,2.706,,,,Yes,N,Y,,Yes
White,Male,18.0,Yes,FR,Fall 2024,3.699,,1010.0,,Yes,N,Y,74.0,No
White,Male,19.0,Yes,FR,Fall 2024,3.692,,,,No,N,N,47.0,No
Black,Female,19.0,No,FR,Fall 2024,,,,,No,N,Y,,No
Black,Female,24.0,No,FR,Fall 2024,,,,,No,N,N,,No
Black,Male,38.0,No,FR,Fall 2025,1.809,,,,No,N,Y,14.0,No
